property_type,society,sector,price,area,price_per_sqft,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,m3m the marina,sector 68,1.32,1507.0,8759.0,Super Built up area 1507(140 sq.m.),2,2,3,15.0,North-East,Relatively New,1507.0,,,1,0,0,0,0,2,120
flat,signature global solera,sector 107,0.28,489.0,5725.0,Carpet area: 489 (45.43 sq.m.),2,2,2,10.0,South,Relatively New,,,489.0,0,0,0,0,0,2,38
flat,ambience creacions,sector 22,2.55,1860.0,13709.0,Super Built up area 1860(172.8 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3,8.0,North-East,Relatively New,1860.0,1600.0,1400.0,0,0,0,0,1,0,125
flat,godrej nature plus,sector 33,1.35,1557.0,8670.0,Super Built up area 1557(144.65 sq.m.),3,2,3+,17.0,,New Property,1557.0,,,0,0,0,0,0,2,38
flat,krrish provence estate,gwal pahari,5.5,5800.0,9482.0,Super Built up area 5800(538.84 sq.m.),4,5,3+,11.0,East,New Property,5800.0,,,1,1,0,1,0,2,151
flat,trisara our homes 3,sohna road,0.4,610.0,6561.0,Carpet area: 602 (55.93 sq.m.),2,2,1,0.0,South,New Property,,,602.0,0,0,0,0,0,1,90
flat,ireo uptown,sector 66,1.5,1337.0,11219.0,Super Built up area 1337(124.21 sq.m.)Built Up area: 1330 sq.ft. (123.56 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),2,3,3,1.0,South,Relatively New,1337.0,1330.0,1050.0,0,1,0,0,1,1,79
flat,shree vardhman victoria,sector 70,1.66,1165.0,14254.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3,5,3,8.0,North,Relatively New,1950.0,,1161.0,0,1,0,0,0,2,108
flat,m3m capital,sector 113,2.9,2298.0,12619.0,Carpet area: 2298 (213.49 sq.m.),4,4,3+,11.0,North,Undefined,,,2298.0,1,1,0,0,0,2,49
house,sushant lok 1 builder floors,sector 43,6.25,2034.0,30728.0,Plot area 226(188.96 sq.m.),7,7,3+,3.0,North,Moderately Old,,2034.0,,1,1,1,0,0,2,46
flat,dlf new town heights,sector 90,1.55,2364.0,6556.0,Super Built up area 2364(219.62 sq.m.),4,4,3+,1.0,South-East,Relatively New,2364.0,,,0,1,0,1,0,2,81
flat,dlf park place,sector 54,4.85,1875.0,25866.0,Super Built up area 1875(174.19 sq.m.),3,4,3+,25.0,South-East,Relatively New,1875.0,,,0,1,0,0,0,1,26
house,independent,sector 12,6.0,190.0,315789.0,Plot area 190(17.65 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),9,6,2,2.0,North-East,Old Property,,,1600.0,0,0,0,0,0,2,0
flat,eros wembley estate,sector 50,1.4,1376.0,10174.0,Super Built up area 1376(127.83 sq.m.),3,3,2,9.0,East,Relatively New,1376.0,,,0,0,1,0,0,1,117
house,international city by sobha phase 2,sector 109,9.5,3600.0,26389.0,Plot area 400(334.45 sq.m.),7,6,3,3.0,West,Relatively New,,3600.0,,1,1,0,1,0,2,138
flat,sare homes,sector 92,1.12,2090.0,5358.0,Carpet area: 2090 (194.17 sq.m.),4,4,2,12.0,North-West,Relatively New,,,2090.0,0,1,0,0,0,2,85
flat,godrej oasis,sector 88a,2.65,1582.0,16747.0,Carpet area: 124,3,3,3+,10.0,,New Property,,,124.0,0,0,0,0,0,2,110
flat,bestech park view spa next,sector 67,2.7,2350.0,11489.0,Super Built up area 2350(218.32 sq.m.),4,4,3+,9.0,South-West,Moderately Old,2350.0,,,0,1,0,1,0,1,149
flat,rof ananda,sector 95,0.26,380.0,6842.0,Carpet area: 380 (35.3 sq.m.),1,1,1,8.0,North,New Property,,,380.0,0,0,0,0,0,2,49
house,independent,sector 12,2.5,1800.0,13888.0,Plot area 1800(167.23 sq.m.),9,5,2,1.0,South-East,Old Property,,1800.0,,0,0,0,1,0,2,8
flat,ss the leaf,sector 85,1.78,2408.0,7392.0,Super Built up area 2408(223.71 sq.m.),3,4,3+,6.0,West,New Property,2408.0,,,0,0,1,0,0,2,113
flat,signature global city 37d ph 2,sector 37d,1.35,1440.0,9375.0,Carpet area: 1440 (133.78 sq.m.),3,3,3+,3.0,,Undefined,,,1440.0,0,0,0,1,0,2,51
flat,m3m woodshire,sector 107,1.8,2361.0,7623.0,Super Built up area 2361(219.34 sq.m.)Carpet area: 1384 sq.ft. (128.58 sq.m.),3,4,3+,2.0,,Relatively New,2361.0,,1384.0,0,1,0,0,0,2,129
flat,m3m woodshire,sector 107,0.82,1366.0,6002.0,Super Built up area 1366(126.91 sq.m.),2,2,3+,7.0,North-East,Relatively New,1366.0,,,0,0,0,0,0,2,111
house,independent,sector 104,0.45,370.0,12162.0,Plot area 370(34.37 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),4,4,2,4.0,North,Moderately Old,,,1500.0,0,0,0,0,0,1,7
house,dlf city plots,sector 26,12.5,3240.0,38580.0,Plot area 360(301.01 sq.m.),4,5,2,2.0,North-East,Moderately Old,,3240.0,,1,1,0,0,0,1,121
flat,mvn athens,sohna road,0.27,458.0,5897.0,Carpet area: 457.81 (42.53 sq.m.),2,2,1,4.0,South-East,Relatively New,,,457.788667,0,0,0,0,1,1,35
house,independent,sector 4,0.92,603.0,15257.0,Plot area 67(56.02 sq.m.),4,4,3,4.0,East,Moderately Old,,603.0,,0,0,0,0,1,2,0
flat,ats tourmaline,sector 109,1.45,2150.0,6744.0,Super Built up area 2150(199.74 sq.m.)Built Up area: 1797 sq.ft. (166.95 sq.m.)Carpet area: 1660 sq.ft. (154.22 sq.m.),3,4,3+,4.0,North-West,Relatively New,2150.0,1797.0,1660.0,0,1,0,0,0,2,71
flat,indiabulls centrum park,sector 103,2.2,2875.0,7652.0,Super Built up area 2875(267.1 sq.m.),4,6,3+,4.0,North-East,Relatively New,2875.0,,,0,1,0,0,0,1,108
flat,m3m woodshire,sector 107,1.39,2361.0,5887.0,Super Built up area 2361(219.34 sq.m.)Carpet area: 1780 sq.ft. (165.37 sq.m.),3,4,3+,6.0,East,Relatively New,2361.0,,1780.0,0,1,0,1,0,1,174
flat,shapoorji pallonji joyville gurugram,sector 102,2.12,1250.0,16960.0,Built Up area: 1852 (172.06 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),3,3,3,9.0,,Relatively New,,1852.0,1250.0,0,0,0,0,0,2,72
flat,adani brahma samsara vilasa,sector 63,3.4,3400.0,10000.0,Super Built up area 3400(315.87 sq.m.),3,3,3+,1.0,West,New Property,3400.0,,,0,0,0,0,0,2,99
flat,dlf regal gardens,sector 90,1.25,2108.0,5931.0,Super Built up area 1720(159.79 sq.m.),3,3,3,18.0,North-East,Relatively New,1720.0,,,0,0,0,0,1,2,72
house,international city by sobha phase 1,sector 109,5.7,5400.0,10556.0,Plot area 600(501.68 sq.m.),4,4,3+,4.0,East,Relatively New,,5400.0,,1,1,0,0,0,2,98
flat,signature global park,sohna road,0.72,1202.0,5991.0,Super Built up area 1210(112.41 sq.m.),2,2,3,3.0,North-West,Relatively New,1210.0,,,0,0,0,1,0,2,158
flat,eldeco accolade,sohna road,1.1,1457.0,7549.0,Super Built up area 1457(135.36 sq.m.),2,2,3+,17.0,,Relatively New,1457.0,,,1,0,0,0,1,1,7
flat,sare crescent parc,sector 92,0.82,1523.0,5384.0,Built Up area: 1523 (141.49 sq.m.),3,3,3+,12.0,West,Undefined,,1523.0,,0,0,0,0,0,2,0
flat,emaar digihomes,sector 62,2.15,1508.0,14257.0,Carpet area: 1508 (140.1 sq.m.),2,2,3,31.0,,Under Construction,,,1508.0,0,0,0,0,0,2,101
flat,indiabulls centrum park,sector 103,1.05,1792.0,5861.0,Built Up area: 1365 (126.81 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),2,2,3,1.0,West,Relatively New,,1365.0,900.0,0,0,0,0,0,1,51
flat,emaar gurgaon greens,sector 102,1.3,1650.0,7878.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1155 sq.ft. (107.3 sq.m.),3,3,3,7.0,North-East,Relatively New,1650.0,,1155.0,0,1,0,0,0,2,93
flat,indiabulls enigma,sector 110,3.79,3830.0,9895.0,Super Built up area 3830(355.82 sq.m.),5,5,3,4.0,South-West,Relatively New,3830.0,,,0,1,0,0,1,2,125
house,independent,sector 105,0.5,100.0,50000.0,Built Up area: 100 (9.29 sq.m.),2,2,,1.0,not available,Undefined,,100.0,,0,0,0,0,0,2,0
house,independent,sector 7,3.85,2628.0,14650.0,Plot area 292(244.15 sq.m.),4,4,3,3.0,North-West,Old Property,,2628.0,,0,0,0,0,0,2,27
flat,sahara grace,sector 28,4.3,3462.0,12420.0,Super Built up area 3462.01(321.63 sq.m.),3,4,3,5.0,,Old Property,3462.01,,,0,1,1,0,0,2,24
flat,the close north,sector 50,2.92,2605.0,11209.0,Super Built up area 2605(242.01 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),3,3,3,10.0,North,Moderately Old,2605.0,2600.0,2100.0,0,1,0,0,0,1,174
flat,satya element one,sector 49,0.8,720.0,11111.0,Built Up area: 720 (66.89 sq.m.),1,1,1,0.0,,Undefined,,720.0,,0,0,0,0,0,2,0
house,independent,sector 15,1.8,1800.0,10000.0,Plot area 200(167.23 sq.m.),4,3,1,1.0,North-East,Old Property,,1800.0,,0,0,0,0,0,2,16
flat,ireo the grand arch,sector 58,3.83,1775.0,21577.0,Super Built up area 2164(201.04 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1775 sq.ft. (164.9 sq.m.),3,4,2,10.0,North-East,Relatively New,2164.0,2000.0,1775.0,1,1,0,0,0,1,174
flat,aipl the peaceful homes,sector 70a,2.52,2350.0,10723.0,Super Built up area 2350(218.32 sq.m.),3,4,3,8.0,West,Relatively New,2350.0,,,0,1,0,0,0,2,174
flat,dlf the ultima,sector 81,2.4,2132.0,11257.0,Super Built up area 2132(198.07 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,2,10.0,North-West,Relatively New,2132.0,1800.0,1400.0,0,1,0,0,0,0,174
flat,bestech park view ananda,sector 81,0.95,1360.0,6985.0,Super Built up area 1360(126.35 sq.m.)Built Up area: 1150 sq.ft. (106.84 sq.m.)Carpet area: 894 sq.ft. (83.06 sq.m.),2,2,2,13.0,South-East,Relatively New,1360.0,1150.0,894.0,0,0,0,0,0,1,167
flat,emaar palm gardens,sector 83,1.76,1900.0,9263.0,Super Built up area 1900(176.52 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),3,3,3,5.0,South-East,Relatively New,1900.0,1600.0,1240.04,0,1,0,0,0,1,174
house,independent,sector 11,1.2,2700.0,4444.0,Built Up area: 300 (250.84 sq.m.),7,3,,3.0,not available,Undefined,,300.0,,0,0,0,0,0,2,0
house,ansals palam vihar,sector 2,5.7,3870.0,14729.0,Plot area 430(359.53 sq.m.)Built Up area: 4550 sq.yards (3804.38 sq.m.)Carpet area: 4450 sq.yards (3720.77 sq.m.),5,5,2,2.0,North-East,Old Property,,4550.0,4450.0,0,0,0,1,0,0,94
house,independent,sector 25,10.85,2844.0,38150.0,Plot area 316(264.22 sq.m.),6,6,1,3.0,North-East,Relatively New,,2844.0,,0,0,1,0,0,1,136
flat,bestech park view residency,sector 2,0.55,650.0,8461.0,Super Built up area 650(60.39 sq.m.),1,1,2,7.0,North,Moderately Old,650.0,,,0,0,0,0,0,2,31
flat,godrej oasis,sector 88a,0.95,1307.0,7268.0,Carpet area: 1307 (121.42 sq.m.),2,2,2,6.0,North-West,Relatively New,,,1307.0,0,0,0,0,0,2,79
house,independent,sector 6,0.5,600.0,8333.0,Plot area 600(55.74 sq.m.),3,3,2,2.0,East,Moderately Old,,600.0,,0,0,0,1,0,2,0
flat,ramsons kshitij,sector 95,0.19,3215.0,591.0,Carpet area: 3212 (298.4 sq.m.),1,1,1,14.0,East,Relatively New,,,3212.0,0,0,0,0,0,2,49
house,independent,sector 57,3.49,1728.0,20197.0,Plot area 192(160.54 sq.m.),4,4,2,3.0,South-East,Moderately Old,,1728.0,,1,1,0,1,0,1,49
flat,sbtl caladium,sector 109,1.7,2545.0,6679.0,Super Built up area 2545(236.44 sq.m.),3,3,3+,9.0,North-East,Relatively New,2545.0,,,0,1,0,0,0,2,159
flat,godrej nature plus serenity,sector 33,1.39,1200.0,11583.0,Carpet area: 1200 (111.48 sq.m.),3,2,3+,23.0,East,Undefined,,,1200.0,0,0,0,0,0,2,105
flat,shapoorji pallonji joyville gurugram,sector 102,1.95,1852.0,10529.0,Super Built up area 1852(172.06 sq.m.),3,3,3,10.0,North-East,Relatively New,1852.0,,,0,0,0,0,0,2,59
house,independent,sector 43,9.85,3323.0,29638.0,Plot area 418(349.5 sq.m.),5,5,2,3.0,West,Old Property,,418.0,,1,1,0,1,0,2,21
flat,imperia the esfera,sector 37c,1.1,2035.0,5405.0,Super Built up area 2035(189.06 sq.m.)Carpet area: 1760 sq.ft. (163.51 sq.m.),3,4,3,9.0,West,Relatively New,2035.0,,1760.0,1,1,0,0,0,2,49
flat,tulip orange,sector 70,1.0,970.0,10309.0,Carpet area: 970 (90.12 sq.m.),3,2,2,3.0,,Moderately Old,,,970.0,0,0,0,0,0,2,58
house,shivaji nagar residential,sector 11,3.08,2700.0,11407.0,Built Up area: 2700 (250.84 sq.m.),6,4,2,1.0,not available,Undefined,,2700.0,,0,0,0,0,0,2,0
flat,bhagwati sadan,sector 12,1.15,2091.0,5500.0,Built Up area: 2000 (185.81 sq.m.),3,4,2,2.0,,Old Property,,2000.0,,0,1,0,0,1,2,0
house,independent,sector 7,0.69,758.0,9103.0,Built Up area: 758 (70.42 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.),1,1,1,2.0,not available,Undefined,,758.0,500.0,0,0,0,0,0,2,0
flat,orris aster court premier,sector 85,1.5,2560.0,5859.0,Super Built up area 2560(237.83 sq.m.)Built Up area: 2017 sq.ft. (187.39 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),4,5,3+,6.0,West,New Property,2560.0,2017.0,1800.0,0,1,0,0,0,1,28
flat,indiabulls enigma,sector 110,4.0,4061.0,9851.0,Built Up area: 3350 (311.23 sq.m.),4,4,3,17.0,,New Property,,3350.0,,0,0,0,0,0,2,59
flat,vatika sovereign park,sector 99,3.25,3360.0,9672.0,Super Built up area 3360(312.15 sq.m.),4,4,3+,2.0,,New Property,3360.0,,,0,1,0,0,0,2,123
house,independent,sector 15,1.07,900.0,11888.0,Plot area 900(83.61 sq.m.),2,2,1,1.0,not available,Old Property,,900.0,,0,1,0,0,0,2,7
flat,vatika lifestyle homes,sector 83,1.3,2860.0,4545.0,Super Built up area 2860(265.7 sq.m.),3,3,1,6.0,North-West,Relatively New,2860.0,,,0,0,0,0,0,1,79
flat,shree vardhman victoria,sector 70,1.9,1950.0,9743.0,Super Built up area 1950(181.16 sq.m.),3,3,3,10.0,North-East,New Property,1950.0,,,0,1,1,1,1,2,36
flat,shapoorji pallonji joyville gurugram,sector 102,2.15,1692.0,12706.0,Super Built up area 1692(157.19 sq.m.)Built Up area: 1690 sq.ft. (157.01 sq.m.)Carpet area: 1592 sq.ft. (147.9 sq.m.),3,3,3,10.0,South-West,Relatively New,1692.0,1690.0,1592.0,0,0,0,0,0,1,49
house,independent,sector 55,9.19,2700.0,34037.0,Plot area 300(250.84 sq.m.),16,18,2,4.0,West,New Property,,2700.0,,0,1,0,1,0,1,49
flat,godrej habitat,sector 3,1.3,1444.0,9002.0,Carpet area: 1444 (134.15 sq.m.),2,2,2,6.0,,Under Construction,,,1444.0,0,0,0,0,0,2,36
flat,m3m ikonic,sector 68,1.8,1950.0,9230.0,Super Built up area 1950(181.16 sq.m.)Built Up area: 1845 sq.ft. (171.41 sq.m.)Carpet area: 1530 sq.ft. (142.14 sq.m.),3,3,3+,18.0,North-East,Relatively New,1950.0,1845.0,1530.0,0,0,0,0,0,1,126
flat,m3m woodshire,sector 107,1.2,1943.0,6176.0,Super Built up area 1943(180.51 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3,3,3,7.0,South,Relatively New,1943.0,1750.0,1550.0,0,0,0,0,0,1,49
house,independent,sector 8,1.6,558.0,28674.0,Plot area 62(51.84 sq.m.),4,6,1,3.0,not available,Relatively New,,558.0,,0,0,0,0,0,2,0
house,independent,sector 105,1.3,1125.0,11555.0,Plot area 1125(104.52 sq.m.),3,3,1,2.0,North,Moderately Old,,1125.0,,0,0,0,0,0,2,16
flat,tata primanti,sector 72,6.75,3500.0,19285.0,Super Built up area 4250(394.84 sq.m.)Built Up area: 4000 sq.ft. (371.61 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),4,4,3+,0.0,North-East,New Property,4250.0,4000.0,3500.0,0,1,0,0,0,1,174
flat,godrej nature plus,sector 33,1.45,926.0,15664.0,Built Up area: 118 Carpet area: 86 sq.m.,3,2,3+,20.0,,Under Construction,,118.0,86.0,1,0,0,0,0,2,144
house,independent,sector 25,7.3,46795.0,1560.0,Plot area 215(179.77 sq.m.)Built Up area: 5800 sq.yards (4849.54 sq.m.)Carpet area: 5200 sq.yards (4347.86 sq.m.),9,9,2,3.0,North-West,Relatively New,,5800.0,5200.0,0,1,1,0,0,1,109
flat,ireo the corridors,sector 67a,2.08,1727.0,12044.0,Super Built up area 1727(160.44 sq.m.),3,3,2,6.0,,Under Construction,1727.0,,,0,0,0,0,1,2,55
flat,experion windchants,sector 112,3.29,2802.0,11741.0,Super Built up area 2802(260.31 sq.m.)Built Up area: 2225.56 sq.ft. (206.76 sq.m.),3,3,3+,2.0,South,Relatively New,2802.0,2225.56,,0,1,0,0,0,1,152
house,independent,sector 11,1.8,2228.0,8078.0,Carpet area: 2228 (206.99 sq.m.),8,5,2,1.0,South,Undefined,,,2228.0,0,0,0,0,0,2,0
flat,dlf the grove,sector 43,6.0,2400.0,25000.0,Carpet area: 2400 (222.97 sq.m.),4,4,2,1.0,South-West,Undefined,,,2400.0,0,1,0,0,0,1,49
flat,shapoorji pallonji joyville gurugram,sector 102,0.95,915.0,10383.0,Built Up area: 915 (85.01 sq.m.)Carpet area: 858 sq.ft. (79.71 sq.m.),2,2,2,14.0,North-West,Undefined,,915.0,858.0,0,0,0,0,0,2,0
flat,la vida by tata housing,sector 113,3.05,2690.0,11338.0,Super Built up area 2690(249.91 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2240 sq.ft. (208.1 sq.m.),3,4,3,15.0,North-East,New Property,2690.0,2600.0,2240.0,0,1,0,0,0,2,174
flat,orris aster court premier,sector 85,1.45,2120.0,6839.0,Super Built up area 2120(196.95 sq.m.)Built Up area: 1616 sq.ft. (150.13 sq.m.),3,4,2,3.0,North,New Property,2120.0,1616.0,,0,1,0,0,0,2,16
flat,dlf new town heights,sector 91,2.0,2871.0,6967.0,Super Built up area 2727(253.35 sq.m.),4,4,3+,16.0,East,Moderately Old,2727.0,,,1,1,0,1,0,2,65
flat,ss the leaf,sector 85,1.2,1640.0,7317.0,Super Built up area 1640(152.36 sq.m.)Carpet area: 1148 sq.ft. (106.65 sq.m.),2,2,3+,14.0,East,Relatively New,1640.0,,1148.0,0,0,1,0,0,2,141
flat,tulip violet,sector 69,1.75,1850.0,9459.0,Carpet area: 1850 (171.87 sq.m.),3,4,2,0.0,East,Relatively New,,,1850.0,0,0,0,0,0,1,174
house,sushant lok 1 builder floors,sector 43,1.95,1935.0,10077.0,Plot area 215(179.77 sq.m.),3,4,3+,4.0,West,New Property,,1935.0,,0,1,0,0,0,1,78
flat,denso haryana housing society,manesar,0.9,2089.0,4308.0,Carpet area: 2089 (194.07 sq.m.),3,3,3+,5.0,East,Moderately Old,,,2089.0,0,1,0,0,0,2,7
flat,bestech park view grand spa,sector 81,4.5,4200.0,10714.0,Super Built up area 4200(390.19 sq.m.),4,6,3+,17.0,,Relatively New,4200.0,,,0,1,0,0,0,1,44
flat,vatika sovereign next,sector 82a,3.85,5133.0,7500.0,Carpet area: 5140 (477.52 sq.m.),5,6,3+,6.0,,New Property,,,5140.0,0,1,0,1,0,2,148
flat,central park flower valley,sector 33,2.5,1884.0,13270.0,Carpet area: 1884 (175.03 sq.m.),3,3,2,1.0,,Undefined,,,1884.0,0,0,0,0,0,2,66
house,independent,sector 4,0.5,477.0,10482.0,Built Up area: 53 (44.31 sq.m.),5,3,,1.0,not available,Undefined,,53.0,,0,0,0,0,0,2,0
house,independent,sector 104,0.8,100.0,80000.0,Plot area 100(9.29 sq.m.),13,6,3+,3.0,South,Moderately Old,,100.0,,1,1,0,1,1,2,0
flat,umang winter hills,sector 77,0.99,1260.0,7857.0,Super Built up area 1260(117.06 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,2,1.0,North,Relatively New,1260.0,,1000.0,0,0,0,0,0,2,97
flat,essel tower,sector 28,2.2,1760.0,12500.0,Carpet area: 1760 (163.51 sq.m.),3,4,3+,3.0,,Moderately Old,,,1760.0,0,1,0,0,0,0,0
flat,experion the heartsong,sector 108,0.93,1530.0,6079.0,Super Built up area 1283(119.19 sq.m.),2,3,3,10.0,East,Relatively New,1283.0,,,0,0,0,0,0,2,81
flat,godrej nature plus,sector 33,1.2,835.0,14379.0,Carpet area: 77.53,2,2,3,1.0,,New Property,,,77.53,0,0,0,0,0,2,65
flat,smart world orchard,sector 61,1.57,1150.0,13652.0,Built Up area: 1150 (106.84 sq.m.),2,2,2,3.0,,New Property,,1150.0,,1,0,0,0,1,2,71
flat,chd avenue,sector 71,0.98,1620.0,6049.0,Super Built up area 1620(150.5 sq.m.),3,3,3,0.0,South-East,Moderately Old,1620.0,,,1,0,0,0,0,2,65
flat,dlf regal gardens,sector 90,1.15,1818.0,6325.0,Super Built up area 1818(168.9 sq.m.),3,3,3+,18.0,North-West,Relatively New,1818.0,,,0,0,0,1,0,1,130
flat,experion the heartsong,sector 108,1.2,1758.0,6825.0,Super Built up area 1758(163.32 sq.m.)Built Up area: 1275.53 sq.ft. (118.5 sq.m.)Carpet area: 974.68 sq.ft. (90.55 sq.m.),3,3,3+,10.0,South,Relatively New,1758.0,1275.53,974.68,1,0,0,0,0,2,93
flat,baani city center,sector 63,0.88,804.0,10945.0,Built Up area: 804 (74.69 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),1,1,2,4.0,,Undefined,,804.0,600.0,0,0,0,0,0,2,0
flat,tulip violet,sector 69,1.8,2010.0,8955.0,Super Built up area 2010(186.74 sq.m.),4,4,2,9.0,South-West,Relatively New,2010.0,,,0,0,0,1,0,1,165
flat,piedmont taksila heights,sector 37c,1.0,1537.0,6506.0,Carpet area: 1537 (142.79 sq.m.),3,3,3+,8.0,,Relatively New,,,1537.0,0,0,0,0,0,1,49
flat,ramsons kshitij,sector 95,0.17,3125.0,544.0,Carpet area: 3212 (298.4 sq.m.),1,1,1,12.0,North-East,Relatively New,,,3212.0,0,0,0,0,0,2,56
flat,shree vardhman victoria,sector 70,1.5,1950.0,7692.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3,5,3,7.0,South,Relatively New,1950.0,,1161.0,0,1,0,0,0,1,174
house,independent,sector 25,6.5,1800.0,36111.0,Plot area 200(167.23 sq.m.),4,3,3,3.0,not available,Moderately Old,,1800.0,,1,0,0,1,0,2,19
flat,m3m merlin,sector 67,2.8,2048.0,13671.0,Super Built up area 2048(190.27 sq.m.),3,3,3,2.0,East,Relatively New,2048.0,,,0,0,1,0,0,0,174
flat,godrej nature plus,sector 33,1.5,1550.0,9677.0,Super Built up area 1550(144 sq.m.),3,3,3,6.0,East,Under Construction,1550.0,,,1,0,0,0,0,2,72
flat,indiabulls centrum park,sector 103,1.34,1700.0,7882.0,Super Built up area 1725(160.26 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3,3,3+,12.0,East,Relatively New,1725.0,,1700.0,1,1,1,1,0,1,38
flat,shree vardhman victoria,sector 70,1.6,1950.0,8205.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3,5,3,6.0,North,Relatively New,1950.0,,1161.0,0,1,0,0,0,2,108
flat,shree vardhman victoria,sector 70,1.75,1950.0,8974.0,Built Up area: 1950 (181.16 sq.m.),3,4,2,16.0,,Relatively New,,1950.0,,0,1,0,1,0,2,49
flat,vatika gurgaon,sector 83,0.98,1200.0,8166.0,Super Built up area 1445(134.24 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,3,5.0,South,Relatively New,1445.0,1300.0,1200.0,0,0,0,0,0,1,96
flat,signature global solera,sector 107,0.6,750.0,8000.0,Built Up area: 750 (69.68 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),3,2,2,8.0,,Undefined,,750.0,650.0,0,0,0,0,0,2,55
house,nirvana cedar crest,sector 50,7.1,2160.0,32870.0,Plot area 240(200.67 sq.m.)Built Up area: 239 sq.yards (199.83 sq.m.)Carpet area: 238 sq.yards (199 sq.m.),5,4,3,2.0,East,Moderately Old,,239.0,238.0,1,0,1,1,0,1,110
house,independent,sector 4,0.85,1130.0,7522.0,Built Up area: 1130 (104.98 sq.m.),3,3,,1.0,not available,Undefined,,1130.0,,0,0,0,0,0,2,0
house,independent,sector 28,12.0,2844.0,42194.0,Plot area 316(264.22 sq.m.),4,5,3+,4.0,East,Relatively New,,2844.0,,0,1,1,1,0,1,60
flat,vatika seven elements,sector 89,1.6,1960.0,8163.0,Super Built up area 1960(182.09 sq.m.),3,3,3,5.0,,New Property,1960.0,,,0,0,0,0,0,2,58
house,surendra homes dayaindependentd colony,sector 6,0.75,480.0,15625.0,Built Up area: 480 (44.59 sq.m.),4,4,2,1.0,not available,Undefined,,480.0,,0,0,0,0,0,2,0
flat,huda housing board society,sector 52,0.45,462.0,9745.0,Carpet area: 461.77 (42.9 sq.m.),1,1,0,0.0,North-West,Moderately Old,,,461.77130999999997,0,0,0,1,0,1,43
flat,birla navya,sector 63a,3.3,2150.0,15348.0,Super Built up area 2150(199.74 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3,3,3,4.0,West,Undefined,2150.0,,1200.0,0,1,0,0,0,2,52
house,independent,sector 14,4.6,2250.0,20444.0,Built Up area: 2250 (209.03 sq.m.),1,1,,1.0,not available,Undefined,,2250.0,,0,0,0,0,0,2,0
flat,emaar mgf palm hills,sector 77,1.64,1950.0,8410.0,Super Built up area 1950(181.16 sq.m.),4,3,3,9.0,South,Relatively New,1950.0,,,0,1,0,0,0,2,102
flat,shapoorji pallonji joyville gurugram,sector 102,1.1,903.0,12181.0,Super Built up area 903(83.89 sq.m.),2,2,1,8.0,,Undefined,903.0,,,0,0,0,0,0,2,105
house,project mianwali colony,sector 12,1.7,1800.0,9444.0,Carpet area: 1800 (167.23 sq.m.),1,1,2,1.0,not available,Undefined,,,1800.0,0,0,0,0,0,2,0
flat,bestech park view residency,sector 2,0.56,649.0,8632.0,Carpet area: 651 (60.48 sq.m.),1,2,2,7.0,North-East,Moderately Old,,,651.0,0,0,0,0,0,2,92
flat,signature global park,sohna road,0.75,1081.0,6938.0,Built Up area: 1081 (100.43 sq.m.),2,2,0,1.0,,Undefined,,1081.0,,0,0,0,0,0,2,58
